"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"275","Leon Draisaitl","EDM","C","63","1070.1333333333","20","29","19","10","49","85.96","130","15.38","12.6","220","175","123","46","14","22","26","13","13","0","0","24","67","31","20","68","22","426","381","52.79"
"291","David Pastrnak","BOS","R","66","1008.2666666667","17","30","22","8","47","92.16","179","9.50","14.13","341","238","151","54","17","34","22","10","10","0","0","24","78","30","40","59","12","3","5","37.50"
"141","Nikita Kucherov","T.B","R","61","999.66666666667","19","27","17","10","46","73.02","134","14.18","11.74","285","199","141","54","9","26","39","14","12","1","1","18","82","18","17","36","24","0","0","-"
"245","Nathan MacKinnon","COL","C","66","1133.6","12","34","21","13","46","75.41","191","6.28","15.42","339","256","192","55","8","30","15","6","5","1","0","16","83","19","27","48","45","477","532","47.27"
"6","Sidney Crosby","PIT","C","65","1029.3666666667","11","34","20","14","45","76.27","120","9.17","13.88","240","189","119","51","8","22","23","10","9","1","0","15","54","19","47","29","30","634","514","55.23"
"451","Brandon Hagel","T.B","L","64","964.93333333333","20","23","13","10","43","84.31","134","14.93","16.14","267","195","157","81","10","28","32","15","15","0","0","16","70","14","41","92","35","4","9","30.77"
"662","Aliaksei Protas","WSH","C","65","904.16666666667","19","24","14","10","43","72.88","97","19.59","12.79","180","157","121","60","9","11","16","8","8","0","0","14","43","15","17","67","23","2","8","20.00"
"494","Jason Robertson","DAL","L","64","884.06666666667","17","25","13","12","42","85.71","109","15.60","9.95","218","152","102","37","11","18","10","5","5","0","0","14","64","15","40","56","31","6","11","35.29"
"378","Artemi Panarin","NYR","L","63","974.81666666667","16","25","11","14","41","83.67","128","12.50","11.03","279","201","132","38","19","18","12","6","6","0","0","11","64","12","14","28","8","0","0","-"
"438","Pierre-Luc Dubois","WSH","L","65","903.36666666667","12","29","20","9","41","67.21","85","14.12","12.27","180","139","125","64","9","14","44","22","22","0","0","21","39","8","46","66","48","401","410","49.45"
"624","Cole Caufield","MTL","R","64","880.93333333333","21","19","15","4","40","81.63","144","14.58","14.82","248","199","130","56","10","23","12","6","6","0","0","14","37","13","44","41","24","4","6","40.00"
"358","Zach Werenski","CBJ","D","63","1312.55","12","27","16","11","39","60.00","163","7.36","11.17","339","245","121","36","19","33","19","8","7","1","0","11","84","27","13","93","96","0","0","-"
"369","Mitch Marner","TOR","R","63","917.3","10","29","16","13","39","76.47","91","10.99","9.01","216","140","111","34","7","18","10","5","5","0","0","7","66","31","37","30","24","6","8","42.86"
"158","Rickard Rakell","PIT","R","66","1023.65","21","17","8","9","38","67.86","126","16.67","14.44","241","194","131","69","9","28","10","5","5","0","0","8","54","16","97","90","63","9","8","52.94"
"328","Kyle Connor","WPG","L","66","1026.8666666667","19","19","11","8","38","76.00","142","13.38","12.92","258","188","150","56","10","21","23","10","9","1","0","10","55","22","15","32","30","0","3","0.00"
"332","Connor McDavid","EDM","C","57","1015.7666666667","13","25","16","9","38","73.08","129","10.08","16.64","231","185","149","72","5","31","10","5","5","0","0","20","52","22","35","54","9","294","322","47.73"
"333","Jack Eichel","VGK","C","63","950.2","14","24","12","12","38","67.86","131","10.69","11.7","232","175","125","54","6","22","4","2","2","0","0","13","54","22","17","42","30","394","448","46.79"
"415","Clayton Keller","UTA","R","63","914.8","13","25","12","13","38","86.36","123","10.57","13.59","254","185","120","66","8","26","16","8","8","0","0","17","51","15","11","53","20","8","10","44.44"
"641","Connor McMichael","WSH","C","65","883.5","19","19","5","14","38","66.67","116","16.38","15.89","209","173","136","69","8","35","26","13","13","0","0","7","45","13","32","45","28","19","25","43.18"
"57","Matt Duchene","DAL","C","64","862.98333333333","16","21","10","11","37","75.51","86","18.60","10.71","155","125","93","42","7","16","6","3","3","0","0","6","55","13","20","41","13","280","234","54.47"
"443","Tage Thompson","BUF","C","57","803.03333333333","26","11","8","3","37","71.15","126","20.63","11.12","250","186","118","48","9","24","15","6","5","1","0","10","35","9","53","43","27","189","268","41.36"
"576","Kirill Marchenko","CBJ","R","61","915.7","18","19","13","6","37","59.68","117","15.38","10.55","243","171","111","38","10","26","10","5","5","0","0","12","56","27","36","58","28","11","22","33.33"
"147","Mark Scheifele","WPG","C","66","1078.9333333333","17","19","14","5","36","66.67","90","18.89","13.48","184","147","128","73","13","21","39","14","12","1","1","21","74","20","60","90","42","361","387","48.26"
"293","Ivan Barbashev","VGK","C","53","823.53333333333","15","21","15","6","36","73.47","78","19.23","11.04","158","125","113","63","3","18","6","3","3","0","0","12","56","16","90","44","26","8","12","40.00"
"492","Nick Suzuki","MTL","C","64","914.78333333333","13","23","13","10","36","64.29","85","15.29","9.02","176","126","101","39","13","14","2","1","1","0","0","9","48","20","42","54","42","360","339","51.50"
"79","Anders Lee","NYI","L","64","892.31666666667","18","17","10","7","35","67.31","131","13.74","16.54","226","192","150","85","6","26","27","12","11","1","0","10","48","7","89","72","23","6","11","35.29"
"94","Brock Nelson","COL, NYI","C","64","932.28333333333","15","20","12","8","35","74.47","115","13.04","13.28","213","170","143","63","6","26","16","8","8","0","0","16","32","24","25","57","32","410","368","52.70"
"440","Jesper Bratt","N.J","L","66","858.6","10","25","16","9","35","76.09","96","10.42","10.63","211","156","116","47","5","20","10","4","4","0","0","12","40","5","69","48","30","0","3","0.00"
"499","Martin Necas","CAR, COL","C","66","919.05","11","23","16","7","34","68.00","102","10.78","11.55","230","171","119","46","11","21","14","7","7","0","0","20","58","16","53","72","17","38","61","38.38"
"224","Jake Guentzel","T.B","C","63","952.83333333333","15","18","10","8","33","58.93","106","14.15","13.3","176","149","123","71","7","19","16","8","8","0","0","16","54","21","22","66","39","100","106","48.54"
"285","Alex Tuch","BUF","R","63","850.4","17","16","6","10","33","70.21","105","16.19","12.29","218","168","115","54","10","21","27","12","11","1","0","6","46","22","48","36","60","29","38","43.28"
"298","Ryan Donato","CHI","C","63","821.85","18","15","12","3","33","89.19","111","16.22","10.89","210","158","108","50","10","14","33","11","9","1","1","10","26","15","95","66","10","135","180","42.86"
"301","Warren Foegele","L.A","L","63","856.01666666667","17","16","8","8","33","78.57","126","13.49","14.92","233","187","137","74","11","21","12","6","6","0","0","11","41","25","58","63","24","16","20","44.44"
"302","Brayden Point","T.B","C","59","882.41666666667","15","18","11","7","33","63.46","97","15.46","10.83","181","136","124","62","2","10","2","1","1","0","0","9","20","10","18","39","29","282","285","49.74"
"431","Jordan Kyrou","STL","C","65","931.56666666667","16","17","11","6","33","75.00","133","12.03","11.29","257","184","143","49","8","20","18","9","9","0","0","16","59","15","38","51","28","3","6","33.33"
"505","Cale Makar","COL","D","66","1194.9333333333","10","23","16","7","33","58.93","125","8.00","9.06","328","198","145","32","5","33","10","5","5","0","0","14","77","34","35","32","69","0","0","-"
"632","Jack Hughes","N.J","C","62","951.45","16","17","13","4","33","66.00","153","10.46","15.23","305","217","157","56","12","25","12","5","5","0","0","13","56","20","4","29","28","223","369","37.67"
"727","JJ Peterka","BUF","R","61","850.13333333333","13","20","11","9","33","57.89","96","13.54","9.73","210","155","100","34","12","11","14","7","7","0","0","11","56","14","25","51","7","1","2","33.33"
"20","Jamie Benn","DAL","L","64","743.01666666667","15","17","9","8","32","76.19","78","19.23","10.19","147","114","87","53","8","13","44","15","12","2","1","10","41","9","82","54","35","158","121","56.63"
"181","Filip Forsberg","NSH","L","64","908.56666666667","14","18","9","9","32","78.05","154","9.09","14.9","326","247","142","59","9","24","22","11","11","0","0","18","71","31","108","45","33","1","8","11.11"
"278","William Nylander","TOR","R","64","973.4","20","12","9","3","32","68.09","149","13.42","14.1","259","197","138","64","9","18","14","6","6","0","0","12","44","18","10","39","16","52","57","47.71"
"292","Adrian Kempe","L.A","R","63","901.81666666667","16","16","11","5","32","68.09","134","11.94","12.77","277","201","126","55","5","28","20","10","10","0","0","9","51","8","69","39","22","5","7","41.67"
"490","Gabriel Vilardi","WPG","C","66","977.71666666667","13","19","12","7","32","64.00","81","16.05","11","155","122","102","61","4","11","12","5","5","0","0","14","28","19","18","70","48","49","61","44.55"
"685","Dylan Holloway","STL","L","65","919.4","12","20","12","8","32","71.11","117","10.26","10.12","219","153","109","46","9","18","10","5","5","0","0","10","57","29","130","73","40","50","71","41.32"
"775","Wyatt Johnston","DAL","C","64","865.73333333333","12","20","13","7","32","69.57","109","11.01","13.74","208","160","146","66","2","19","10","5","5","0","0","10","33","22","31","64","25","266","276","49.08"
"852","Adam Fantilli","CBJ","C","64","932.95","15","17","11","6","32","74.42","99","15.15","8.33","224","154","96","34","10","16","12","6","6","0","0","17","63","17","88","72","43","302","410","42.42"
"40","Erik Karlsson","PIT","D","67","1262.1166666667","7","24","8","16","31","47.69","120","5.83","4.63","323","180","77","9","11","32","14","7","7","0","0","7","107","26","19","79","71","0","0","-"
"110","Mikael Granlund","DAL, S.J","C","65","917.68333333333","8","23","16","7","31","68.89","90","8.89","9.25","163","134","74","36","7","20","24","12","12","0","0","7","51","11","36","64","33","271","284","48.83"
"274","Sam Reinhart","FLA","C","65","912.38333333333","13","18","11","7","31","73.81","102","12.75","11.2","191","153","113","51","5","21","25","6","4","1","1","10","45","16","64","71","38","110","145","43.14"
"348","Travis Konecny","PHI","R","66","1002.9","6","25","15","10","31","93.94","88","6.82","7.62","189","136","86","26","7","10","39","18","17","1","0","17","59","16","65","53","24","25","40","38.46"
"387","Kirill Kaprizov","MIN","L","37","652.68333333333","12","19","13","6","31","83.78","80","15.00","8.49","170","109","86","37","8","12","14","7","7","0","0","10","43","9","9","37","14","0","0","-"
"493","Robert Thomas","STL","C","53","787.11666666667","11","20","11","9","31","79.49","85","12.94","9.85","175","133","109","43","5","19","18","9","9","0","0","9","57","12","7","49","31","412","319","56.36"
"687","Marco Rossi","MIN","C","65","983","12","19","12","7","31","63.27","71","16.90","10.33","142","111","100","54","3","17","22","11","11","0","0","14","40","16","44","48","33","329","363","47.54"
"701","Alexis Lafrenière","NYR","L","65","982.01666666667","12","19","14","5","31","67.39","105","11.43","12.19","218","172","114","56","9","12","24","11","11","0","0","12","29","20","96","57","19","10","21","32.26"
"704","Anton Lundell","FLA","C","64","802.11666666667","10","21","15","6","31","79.49","93","10.75","9.36","179","133","81","40","8","10","28","10","9","0","1","13","37","16","91","56","35","339","302","52.89"
"705","Tim Stützle","OTT","C","64","960.88333333333","12","19","11","8","31","73.81","88","13.64","8.73","157","120","96","41","4","12","28","14","14","0","0","24","39","13","96","90","33","125","152","45.13"
"55","John Tavares","TOR","C","57","814.63333333333","12","18","13","5","30","71.43","88","13.64","10.47","156","123","105","55","5","12","34","17","17","0","0","11","47","19","63","50","29","427","316","57.47"
"112","Bryan Rust","PIT","R","56","810.31666666667","14","16","11","5","30","69.77","104","13.46","14.2","188","157","123","73","6","24","16","8","8","0","0","6","36","11","53","47","30","5","1","83.33"
"349","Dylan Strome","WSH","C","65","867.06666666667","14","16","9","7","30","68.18","81","17.28","10.31","137","115","88","45","1","17","20","10","10","0","0","8","42","14","16","27","42","389","344","53.07"
"145","Ryan Strome","ANA","C","63","845.65","9","20","16","4","29","69.05","91","9.89","9.22","158","129","81","42","5","12","39","18","17","1","0","7","46","10","37","24","25","315","459","40.70"
"241","Artturi Lehkonen","COL","L","54","864.6","21","8","5","3","29","54.72","88","23.86","13.71","172","132","127","72","4","12","16","8","8","0","0","8","37","9","19","50","23","0","2","0.00"
"253","Bo Horvat","NYI","C","63","943.75","11","18","11","7","29","67.44","125","8.80","13.45","238","191","132","60","9","27","8","4","4","0","0","8","59","10","87","40","25","446","286","60.93"
"340","Mikko Rantanen","CAR, COL, DAL","R","64","1045.1833333333","11","18","15","3","29","60.42","114","9.65","13.05","225","173","142","62","7","16","32","16","16","0","0","17","55","28","32","68","36","96","73","56.80"
"388","Troy Terry","ANA","R","58","863.95","10","19","9","10","29","76.32","82","12.20","8.87","176","128","93","36","4","17","10","5","5","0","0","19","43","16","5","46","23","8","18","30.77"
"405","Auston Matthews","TOR","C","49","697.31666666667","11","18","9","9","29","74.36","124","8.87","14.11","238","189","150","65","10","22","20","9","9","0","0","13","38","19","27","22","44","405","285","58.70"
"540","Quinn Hughes","VAN","D","50","990.05","9","20","13","7","29","54.72","94","9.57","4.44","268","154","81","6","5","16","23","6","4","1","1","14","59","18","8","49","37","0","0","-"
"631","Matt Boldy","MIN","L","65","995.06666666667","10","19","9","10","29","74.36","155","6.45","15.41","307","248","146","67","7","25","35","16","15","1","0","10","49","28","33","72","36","29","40","42.03"
"831","Juraj Slafkovsky","MTL","L","61","819.78333333333","9","20","9","11","29","64.44","70","12.86","9.83","155","115","100","43","5","10","23","10","9","1","0","13","48","9","151","70","43","5","10","33.33"
"8","Anze Kopitar","L.A","C","63","907.48333333333","12","16","9","7","28","68.29","65","18.46","8.41","124","96","71","41","4","12","2","1","1","0","0","5","39","23","21","32","41","482","368","56.71"
"156","Phillip Danault","L.A","C","62","861.68333333333","6","22","15","7","28","68.29","84","7.14","10.56","155","123","102","58","5","14","12","6","6","0","0","11","57","17","63","43","45","383","340","52.97"
"223","Pavel Buchnevich","STL","L","63","905.98333333333","9","19","11","8","28","59.57","87","10.34","10.5","173","132","107","49","12","16","18","9","9","0","0","6","48","12","33","37","20","74","129","36.45"
"250","Sean Monahan","CBJ","C","41","564.98333333333","9","19","14","5","28","68.29","68","13.24","9.88","125","101","73","43","3","17","10","5","5","0","0","4","33","6","18","23","21","298","293","50.42"
"353","Roope Hintz","DAL","C","59","700.4","15","13","8","5","28","77.78","85","17.65","9.6","149","117","102","54","6","10","18","9","9","0","0","14","45","13","32","46","35","268","219","55.03"
"542","Ryan McLeod","BUF","C","60","769.4","10","18","10","8","28","71.79","55","18.18","6.66","111","86","65","32","4","8","12","6","6","0","0","3","43","19","16","50","17","332","305","52.12"
"555","Rasmus Dahlin","BUF","D","55","1027.8166666667","5","23","14","9","28","51.85","105","4.76","5.56","239","152","83","18","8","25","40","20","20","0","0","18","70","24","62","110","65","0","0","-"
"668","Dmitri Voronkov","CBJ","L","55","793.01666666667","11","17","10","7","28","57.14","83","13.25","12.14","147","125","91","59","4","21","39","14","12","1","1","3","37","6","42","28","35","17","18","48.57"
"709","Quinton Byfield","L.A","R","63","893","9","19","9","10","28","60.87","92","9.78","8.72","194","144","103","46","9","23","28","14","14","0","0","14","46","18","63","95","24","265","333","44.31"
"754","Kent Johnson","CBJ","C","50","661.5","17","11","4","7","28","70.00","71","23.94","6.67","140","101","64","26","3","11","12","6","6","0","0","2","37","12","2","28","16","0","5","0.00"
"53","Kyle Palmieri","NYI","C","64","900.3","14","13","8","5","27","67.50","96","14.58","12.46","218","170","123","50","5","22","12","6","6","0","0","9","29","13","36","78","32","8","16","33.33"
"86","Mats Zuccarello","MIN","R","52","789.71666666667","11","16","10","6","27","67.50","82","13.41","7.46","153","119","84","32","5","17","16","8","8","0","0","17","50","18","20","31","32","13","13","50.00"
"102","Jaden Schwartz","SEA","C","65","943.78333333333","13","14","7","7","27","67.50","119","10.92","12.37","225","176","118","62","9","23","18","9","9","0","0","8","39","31","38","59","30","15","19","44.12"
"127","Vincent Trocheck","NYR","C","65","976.66666666667","12","15","10","5","27","58.70","115","10.43","13.19","202","174","120","56","5","17","36","15","13","2","0","18","55","21","164","67","55","471","317","59.77"
"228","Oliver Bjorkstrand","SEA, T.B","R","64","792.21666666667","13","14","11","3","27","77.14","98","13.27","9.09","192","136","84","40","6","14","14","4","2","2","0","7","50","19","66","57","15","3","7","30.00"
"246","Aleksander Barkov","FLA","C","55","762.5","6","21","13","8","27","81.82","71","8.45","8.58","155","123","92","43","4","14","12","6","6","0","0","7","26","19","64","41","36","316","233","57.56"
"287","Nick Schmaltz","UTA","C","64","903.5","9","18","8","10","27","64.29","99","9.09","9.14","197","137","111","46","5","19","6","3","3","0","0","10","66","21","10","39","31","92","96","48.94"
"338","Timo Meier","N.J","R","65","965.15","11","16","7","9","27","71.05","154","7.14","17.34","334","247","169","74","14","35","50","14","10","2","2","14","52","13","106","82","48","5","12","29.41"
"357","Jack Roslovic","CAR","C","64","757.81666666667","17","10","6","4","27","75.00","90","18.89","10.31","184","144","100","42","6","16","2","1","1","0","0","8","46","15","8","64","18","90","69","56.60"
"402","Matthew Tkachuk","FLA","L","52","715.66666666667","8","19","13","6","27","71.05","92","8.70","9.18","180","139","73","37","7","26","34","17","17","0","0","20","42","9","79","21","11","1","2","33.33"
"516","Fabian Zetterlund","OTT, S.J","L","66","917.78333333333","11","16","10","6","27","64.29","111","9.91","13.09","226","170","128","57","10","24","8","4","4","0","0","18","43","17","116","76","62","21","13","61.76"
"618","Dylan Cozens","BUF, OTT","C","64","832.41666666667","10","17","12","5","27","62.79","100","10.00","9.53","184","138","111","42","5","17","34","14","12","2","0","10","51","10","153","45","28","351","313","52.86"
"629","Kaapo Kakko","NYR, SEA","R","62","835.36666666667","6","21","15","6","27","71.05","74","8.11","7.27","155","113","62","32","4","21","16","8","8","0","0","9","45","14","55","42","17","30","43","41.10"
"686","Lucas Raymond","DET","L","64","875.75","13","14","10","4","27","77.14","107","12.15","11.39","213","157","124","49","12","23","16","7","7","0","0","16","54","17","30","67","22","0","2","0.00"
"770","Matthew Knies","TOR","L","60","828.3","19","8","5","3","27","65.85","83","22.89","11.42","146","119","108","69","6","12","25","11","10","1","0","11","32","8","136","62","22","0","1","0.00"
"805","Logan Cooley","UTA","C","57","748.01666666667","10","17","8","9","27","64.29","86","11.63","8.48","161","122","81","31","2","10","24","12","12","0","0","10","47","15","38","87","17","198","251","44.10"
"849","Connor Bedard","CHI","C","65","1067.8666666667","9","18","16","2","27","65.85","111","8.11","11.3","225","164","119","31","9","17","38","19","19","0","0","10","55","18","35","41","33","182","318","36.40"
"860","Matvei Michkov","PHI","R","64","788.38333333333","10","17","9","8","27","75.00","97","10.31","11.5","168","137","83","40","4","20","26","13","13","0","0","14","53","8","22","49","18","10","8","55.56"
"4","Alex Ovechkin","WSH","L","49","612.48333333333","15","11","7","4","26","72.22","105","14.29","8.69","214","149","95","38","5","14","12","6","6","0","0","1","29","5","83","19","9","0","0","-"
"18","Jordan Staal","CAR","C","65","817.4","10","16","12","4","26","74.29","84","11.90","12.54","161","128","119","71","3","20","12","6","6","0","0","4","32","4","114","47","25","481","389","55.29"
"23","James van Riemsdyk","CBJ","L","57","641.16666666667","11","15","8","7","26","68.42","60","18.33","8.16","103","87","68","43","3","16","12","6","6","0","0","9","26","4","22","42","12","4","13","23.53"
"152","J.T. Miller","NYR, VAN","C","55","709.76666666667","7","19","11","8","26","70.27","68","10.29","7.72","127","100","71","28","5","10","39","15","12","3","0","16","39","15","128","31","25","365","261","58.31"
"177","Tom Wilson","WSH","R","64","848.81666666667","12","14","9","5","26","53.06","89","13.48","10.78","193","144","104","45","5","11","54","23","21","2","0","23","57","11","161","50","44","2","7","22.22"
"184","Colton Parayko","STL","D","62","1229.2","12","14","4","10","26","44.83","101","11.88","5.99","215","150","65","15","7","17","8","4","4","0","0","5","82","23","84","120","114","0","0","-"
"227","Carter Verhaeghe","FLA","C","65","913.15","12","14","9","5","26","61.90","145","8.28","15.2","272","203","149","66","9","27","24","12","12","0","0","6","59","16","71","82","22","5","18","21.74"
"276","Sam Bennett","FLA","C","63","865.93333333333","13","13","9","4","26","66.67","147","8.84","14.17","245","202","136","61","5","22","60","23","20","2","1","19","34","22","115","34","32","353","393","47.32"
"279","Nikolaj Ehlers","WPG","L","57","713.71666666667","12","14","8","6","26","76.47","107","11.21","8.9","216","163","91","32","7","17","8","4","4","0","0","16","40","11","26","51","23","5","13","27.78"
"282","Dylan Larkin","DET","C","64","919.56666666667","9","17","12","5","26","66.67","123","7.32","10.84","259","186","105","37","14","15","30","15","15","0","0","14","60","22","30","40","14","437","398","52.34"
"325","Frank Vatrano","ANA","R","62","836.63333333333","13","13","2","11","26","66.67","138","9.42","12.79","242","196","126","59","7","17","38","19","19","0","0","15","37","8","130","41","41","10","15","40.00"
"331","Pavel Zacha","BOS","C","66","891.5","7","19","10","9","26","59.09","73","9.59","10.01","145","108","102","44","9","10","13","5","4","1","0","7","37","16","40","29","15","223","187","54.39"
"406","Adam Fox","NYR","D","58","985.75","2","24","16","8","26","52.00","64","3.13","5.18","185","106","71","15","8","19","22","11","11","0","0","7","49","24","24","64","69","0","0","-"
"478","Morgan Geekie","BOS","C","61","868.86666666667","17","9","5","4","26","61.90","101","16.83","13.42","202","157","125","57","9","16","16","8","8","0","0","7","38","21","85","83","24","124","150","45.26"
"551","Jesperi Kotkaniemi","CAR","C","65","800.9","10","16","6","10","26","65.00","84","11.90","10.04","155","119","84","43","9","17","42","15","13","2","0","12","50","16","53","88","26","288","268","51.80"
"616","Bowen Byram","BUF","D","63","1167.1","7","19","8","11","26","41.94","64","10.94","4.59","141","97","46","10","2","11","20","10","10","0","0","7","51","10","58","104","70","0","0","-"
"721","Alex Laferriere","L.A","R","59","831.13333333333","12","14","11","3","26","63.41","106","11.32","13.41","239","181","133","62","9","26","16","8","8","0","0","12","33","11","97","71","28","19","31","38.00"
